test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_025303	XLOC_025303	PHTF2	chr7:77427821-77586821	hepg2_hr2	hepg2_hr3	OK	6.43976	6.73961	0.0656584	0.300502	0.76105	0.999565	no
XLOC_025304	XLOC_025304	-	chr7:77619442-77625799	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0714598	inf	0	1	1	no
XLOC_025305	XLOC_025305	RPL13AP17	chr7:77646373-79100498	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025306	XLOC_025306	MAGI2	chr7:77646373-79100498	hepg2_hr2	hepg2_hr3	OK	10.9414	12.2302	0.160659	0.559374	0.5668	0.999565	no
XLOC_025307	XLOC_025307	MIR548M	chr7:79400571-79400606	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025308	XLOC_025308	GNAI1	chr7:79764139-79848725	hepg2_hr2	hepg2_hr3	OK	6.17961	6.11561	-0.0150211	-0.0657051	0.9469	0.999565	no
XLOC_025309	XLOC_025309	CD36	chr7:80231503-80308593	hepg2_hr2	hepg2_hr3	OK	3.80604	3.53642	-0.106003	-0.40131	0.67535	0.999565	no
XLOC_025310	XLOC_025310	-	chr7:81233992-81254511	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025311	XLOC_025311	GRM3	chr7:86273229-86494192	hepg2_hr2	hepg2_hr3	NOTEST	0.00954067	0	-inf	0	1	1	no
XLOC_025312	XLOC_025312	DMTF1	chr7:86780750-86849898	hepg2_hr2	hepg2_hr3	OK	9.57486	9.70243	0.0190953	0.076756	0.93555	0.999565	no
XLOC_025313	XLOC_025313	CROT	chr7:86974950-87029112	hepg2_hr2	hepg2_hr3	OK	8.56211	9.26624	0.114017	0.486166	0.62335	0.999565	no
XLOC_025314	XLOC_025314	RUNDC3B	chr7:87132106-87461613	hepg2_hr2	hepg2_hr3	OK	0.716757	0.586482	-0.289398	-0.188567	0.8686	0.999565	no
XLOC_025315	XLOC_025315	DBF4	chr7:87462880-87538856	hepg2_hr2	hepg2_hr3	OK	10.6688	10.7046	0.00482941	0.0186998	0.98555	0.999565	no
XLOC_025316	XLOC_025316	ADAM22	chr7:87563408-87832258	hepg2_hr2	hepg2_hr3	OK	3.8158	3.1072	-0.296371	-1.18357	0.22185	0.999565	no
XLOC_025317	XLOC_025317	ZNF804B	chr7:88388752-88966346	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025318	XLOC_025318	DPY19L2P4	chr7:89748713-89754914	hepg2_hr2	hepg2_hr3	OK	0.447712	0.353943	-0.339053	-0.483589	0.64005	0.999565	no
XLOC_025319	XLOC_025319	STEAP1	chr7:89783688-89794141	hepg2_hr2	hepg2_hr3	OK	15.3208	12.6467	-0.276731	-1.20729	0.2277	0.999565	no
XLOC_025320	XLOC_025320	STEAP2	chr7:89840999-89866992	hepg2_hr2	hepg2_hr3	OK	2.93396	2.85145	-0.0411555	-0.172484	0.8571	0.999565	no
XLOC_025321	XLOC_025321	C7orf63	chr7:89874487-89940785	hepg2_hr2	hepg2_hr3	OK	1.80725	1.23665	-0.547365	-1.68811	0.086	0.999565	no
XLOC_025322	XLOC_025322	GTPBP10	chr7:89975968-90021076	hepg2_hr2	hepg2_hr3	OK	7.33825	6.92511	-0.0835986	-0.404235	0.68045	0.999565	no
XLOC_025323	XLOC_025323	CLDN12	chr7:90032647-90050953	hepg2_hr2	hepg2_hr3	OK	31.2754	31.9439	0.0305104	0.151496	0.87615	0.999565	no
XLOC_025324	XLOC_025324	CDK14	chr7:90219959-90839939	hepg2_hr2	hepg2_hr3	NOTEST	0.271209	0.299854	0.144857	0	1	1	no
XLOC_025325	XLOC_025325	FZD1	chr7:90893612-90900579	hepg2_hr2	hepg2_hr3	OK	1.35178	1.41357	0.0644845	0.234056	0.8107	0.999565	no
XLOC_025326	XLOC_025326	-	chr7:90962664-90966170	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025327	XLOC_025327	AKAP9	chr7:91570164-91764059	hepg2_hr2	hepg2_hr3	OK	8.84736	8.99624	0.0240751	0.0737799	0.93595	0.999565	no
XLOC_025328	XLOC_025328	ANKIB1	chr7:91826657-92031034	hepg2_hr2	hepg2_hr3	OK	10.2079	10.2784	0.00993316	0.0388409	0.96745	0.999565	no
XLOC_025329	XLOC_025329	GATAD1	chr7:92076562-92157848	hepg2_hr2	hepg2_hr3	OK	12.4201	13.3556	0.104773	0.401215	0.68565	0.999565	no
XLOC_025330	XLOC_025330	C7orf64	chr7:92157893-92169727	hepg2_hr2	hepg2_hr3	OK	5.4827	5.04082	-0.121229	-0.441407	0.64685	0.999565	no
XLOC_025331	XLOC_025331	CCDC132	chr7:92861597-92989667	hepg2_hr2	hepg2_hr3	OK	8.48155	8.11633	-0.0635002	-0.296119	0.7607	0.999565	no
XLOC_025332	XLOC_025332	TFPI2	chr7:93507783-93530269	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025333	XLOC_025333	GNGT1	chr7:93535819-93540485	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025334	XLOC_025334	GNG11	chr7:93551015-93555826	hepg2_hr2	hepg2_hr3	NOTEST	0.0437299	0.104718	1.25982	0	1	1	no
XLOC_025335	XLOC_025335	-	chr7:93690342-93695770	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025336	XLOC_025336	COL1A2	chr7:94023872-94060544	hepg2_hr2	hepg2_hr3	OK	1.3173	0.995825	-0.403625	-1.51231	0.1294	0.999565	no
XLOC_025337	XLOC_025337	CASD1	chr7:94138777-94188173	hepg2_hr2	hepg2_hr3	OK	19.0755	21.3758	0.164259	0.807491	0.4053	0.999565	no
XLOC_025338	XLOC_025338	PEG10	chr7:94285636-94299006	hepg2_hr2	hepg2_hr3	OK	317.826	322.979	0.0232009	0.121159	0.8999	0.999565	no
XLOC_025339	XLOC_025339	PPP1R9A	chr7:94536499-94925834	hepg2_hr2	hepg2_hr3	OK	5.60448	5.75897	0.0392309	0.191315	0.8429	0.999565	no
XLOC_025340	XLOC_025340	-	chr7:95099993-95103847	hepg2_hr2	hepg2_hr3	NOTEST	0.0789231	0.0874127	0.147395	0	1	1	no
XLOC_025341	XLOC_025341	ASB4	chr7:95115212-95169543	hepg2_hr2	hepg2_hr3	OK	0.529795	0.811746	0.615595	1.38043	0.1633	0.999565	no
XLOC_025342	XLOC_025342	DYNC1I1	chr7:95401817-95727736	hepg2_hr2	hepg2_hr3	NOTEST	0.0131872	0	-inf	0	1	1	no
XLOC_025343	XLOC_025343	DLX6	chr7:96594529-96643377	hepg2_hr2	hepg2_hr3	OK	3.84355	3.77904	-0.0244207	-0.0473332	0.9616	0.999565	no
XLOC_025344	XLOC_025344	ACN9	chr7:96745904-96811075	hepg2_hr2	hepg2_hr3	OK	25.4964	27.2616	0.0965753	0.389115	0.6924	0.999565	no
XLOC_025345	XLOC_025345	TAC1	chr7:97361270-97369784	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025346	XLOC_025346	LMTK2	chr7:97736063-97838947	hepg2_hr2	hepg2_hr3	OK	5.88053	5.77045	-0.0272633	-0.134982	0.88715	0.999565	no
XLOC_025347	XLOC_025347	BHLHA15	chr7:97840636-97881533	hepg2_hr2	hepg2_hr3	OK	1.88867	1.53866	-0.295703	-0.632754	0.5128	0.999565	no
XLOC_025348	XLOC_025348	-	chr7:97881642-97883273	hepg2_hr2	hepg2_hr3	OK	1.1419	1.11793	-0.0305978	-0.0776294	0.93725	0.999565	no
XLOC_025349	XLOC_025349	BRI3	chr7:97910978-98030627	hepg2_hr2	hepg2_hr3	OK	109.221	103.92	-0.0717789	-0.292291	0.7601	0.999565	no
XLOC_025350	XLOC_025350	NPTX2	chr7:98246596-98259181	hepg2_hr2	hepg2_hr3	NOTEST	0	0.048175	inf	0	1	1	no
XLOC_025351	XLOC_025351	TRRAP	chr7:98475922-98741743	hepg2_hr2	hepg2_hr3	OK	8.90497	8.2417	-0.111669	-0.485059	0.61365	0.999565	no
XLOC_025352	XLOC_025352	MIR3609	chr7:98475922-98741743	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025353	XLOC_025353	MYH16	chr7:98870460-98908748	hepg2_hr2	hepg2_hr3	NOTEST	0.228919	0.251393	0.135107	0	1	1	no
XLOC_025354	XLOC_025354	ARPC1A	chr7:98923495-98963885	hepg2_hr2	hepg2_hr3	OK	67.0111	67.8371	0.0176739	0.0897801	0.92795	0.999565	no
XLOC_025355	XLOC_025355	ARPC1B	chr7:98972328-99069370	hepg2_hr2	hepg2_hr3	OK	66.8678	63.6487	-0.07118	-0.201782	0.83495	0.999565	no
XLOC_025356	XLOC_025356	BUD31	chr7:98972328-99069370	hepg2_hr2	hepg2_hr3	OK	18.6916	18.891	0.0153064	0.0204855	0.98355	0.999565	no
XLOC_025357	XLOC_025357	CPSF4	chr7:98972328-99069370	hepg2_hr2	hepg2_hr3	OK	20.1436	20.8599	0.050411	0.0825977	0.9347	0.999565	no
XLOC_025358	XLOC_025358	ZNF789	chr7:99070424-99085556	hepg2_hr2	hepg2_hr3	OK	8.49649	9.94009	0.226391	0.810877	0.39475	0.999565	no
XLOC_025359	XLOC_025359	ZKSCAN5	chr7:99101871-99131818	hepg2_hr2	hepg2_hr3	OK	4.82083	4.88205	0.0182049	0.0841847	0.9321	0.999565	no
XLOC_025360	XLOC_025360	ZNF655	chr7:99155371-99174209	hepg2_hr2	hepg2_hr3	OK	22.8231	21.3915	-0.0934546	-0.378452	0.7004	0.999565	no
XLOC_025361	XLOC_025361	LOC100289187	chr7:99195567-99208455	hepg2_hr2	hepg2_hr3	OK	0.520366	0.410932	-0.340628	-0.403041	0.6343	0.999565	no
XLOC_025362	XLOC_025362	ZNF498	chr7:99214026-99278272	hepg2_hr2	hepg2_hr3	OK	6.39077	6.21718	-0.0397281	-0.148746	0.8794	0.999565	no
XLOC_025363	XLOC_025363	CYP3A43	chr7:99425635-99464402	hepg2_hr2	hepg2_hr3	OK	2.84066	2.50904	-0.179092	-0.634137	0.51685	0.999565	no
XLOC_025364	XLOC_025364	AZGP1P1	chr7:99578384-99583576	hepg2_hr2	hepg2_hr3	OK	0.766365	0.832454	0.11934	0.165003	0.8599	0.999565	no
XLOC_025365	XLOC_025365	ZKSCAN1	chr7:99613202-99639700	hepg2_hr2	hepg2_hr3	OK	18.8538	19.067	0.0162223	0.0803594	0.933	0.999565	no
XLOC_025366	XLOC_025366	ZSCAN21	chr7:99647406-99680793	hepg2_hr2	hepg2_hr3	OK	1.02023	1.53772	0.591889	0.783621	0.42445	0.999565	no
XLOC_025367	XLOC_025367	COPS6	chr7:99686582-99689822	hepg2_hr2	hepg2_hr3	OK	34.1565	36.5701	0.0985019	0.484437	0.623	0.999565	no
XLOC_025368	XLOC_025368	AP4M1	chr7:99690361-99723128	hepg2_hr2	hepg2_hr3	OK	3.77969	3.5725	-0.0813336	-0.0686155	0.94225	0.999565	no
XLOC_025369	XLOC_025369	CNPY4	chr7:99690361-99723128	hepg2_hr2	hepg2_hr3	OK	5.49586	5.38826	-0.0285256	-0.0279882	0.977	0.999565	no
XLOC_025370	XLOC_025370	MBLAC1	chr7:99724319-99726121	hepg2_hr2	hepg2_hr3	OK	1.1457	0.95596	-0.2612	-0.652427	0.5127	0.999565	no
XLOC_025371	XLOC_025371	C7orf59	chr7:99746511-99751837	hepg2_hr2	hepg2_hr3	OK	57.7565	54.9349	-0.0722607	-0.345405	0.7259	0.999565	no
XLOC_025372	XLOC_025372	PVRIG,STAG3	chr7:99775537-99870419	hepg2_hr2	hepg2_hr3	OK	1.76027	1.77623	0.0130209	0.0287679	0.97495	0.999565	no
XLOC_025373	XLOC_025373	SPDYE3	chr7:99905324-99997722	hepg2_hr2	hepg2_hr3	NOTEST	0.170359	0.129484	-0.395802	0	1	1	no
XLOC_025374	XLOC_025374	PILRA,PILRB	chr7:99905324-99997722	hepg2_hr2	hepg2_hr3	OK	10.278	10.9885	0.0964347	0.373209	0.69975	0.999565	no
XLOC_025375	XLOC_025375	MEPCE	chr7:99998494-100031749	hepg2_hr2	hepg2_hr3	OK	14.8348	14.0992	-0.0733665	-0.341307	0.735	0.999565	no
XLOC_025376	XLOC_025376	C7orf51	chr7:100081277-100101085	hepg2_hr2	hepg2_hr3	NOTEST	0.226189	0.268501	0.2474	0	1	1	no
XLOC_025377	XLOC_025377	AGFG2	chr7:100136671-100183906	hepg2_hr2	hepg2_hr3	OK	27.1545	26.5252	-0.0338303	-0.162999	0.869	0.999565	no
XLOC_025378	XLOC_025378	FBXO24	chr7:100183955-100198740	hepg2_hr2	hepg2_hr3	NOTEST	0.0753596	0.0766669	0.0248129	0	1	1	no
XLOC_025379	XLOC_025379	PCOLCE	chr7:100199798-100205798	hepg2_hr2	hepg2_hr3	OK	7.45762	8.28053	0.151008	0.640461	0.5118	0.999565	no
XLOC_025380	XLOC_025380	MOSPD3	chr7:100209724-100213115	hepg2_hr2	hepg2_hr3	OK	9.65741	9.41349	-0.036907	-0.151561	0.8754	0.999565	no
XLOC_025381	XLOC_025381	GNB2	chr7:100271362-100276792	hepg2_hr2	hepg2_hr3	OK	48.6834	48.2174	-0.0138734	-0.0700626	0.9441	0.999565	no
XLOC_025382	XLOC_025382	POP7	chr7:100303675-100305123	hepg2_hr2	hepg2_hr3	OK	36.4799	35.5917	-0.0355593	-0.170574	0.8628	0.999565	no
XLOC_025383	XLOC_025383	EPO	chr7:100318422-100321463	hepg2_hr2	hepg2_hr3	OK	4.90404	4.80245	-0.0302016	-0.117565	0.9089	0.999565	no
XLOC_025384	XLOC_025384	ZAN	chr7:100331248-100395419	hepg2_hr2	hepg2_hr3	NOTEST	0.0614197	0.031978	-0.941619	0	1	1	no
XLOC_025385	XLOC_025385	SLC12A9,SRRT,TRIP6	chr7:100400103-100487339	hepg2_hr2	hepg2_hr3	OK	30.2754	30.2486	-0.00128121	-0.00441073	0.996	0.999565	no
XLOC_025386	XLOC_025386	-	chr7:100550680-100552708	hepg2_hr2	hepg2_hr3	NOTEST	0.150791	0.0888928	-0.76241	0	1	1	no
XLOC_025387	XLOC_025387	-	chr7:100552892-100608773	hepg2_hr2	hepg2_hr3	NOTEST	0.0701992	0.249329	1.82852	0	1	1	no
XLOC_025388	XLOC_025388	-	chr7:100609323-100611557	hepg2_hr2	hepg2_hr3	NOTEST	0.0751299	0.0595237	-0.335924	0	1	1	no
XLOC_025389	XLOC_025389	MUC12	chr7:100612903-100662230	hepg2_hr2	hepg2_hr3	NOTEST	0	0.00232609	inf	0	1	1	no
XLOC_025390	XLOC_025390	MUC17	chr7:100663363-100702140	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025391	XLOC_025391	TRIM56	chr7:100728553-100735145	hepg2_hr2	hepg2_hr3	OK	4.49234	4.71323	0.0692504	0.323928	0.74445	0.999565	no
XLOC_025392	XLOC_025392	SERPINE1	chr7:100769495-100782547	hepg2_hr2	hepg2_hr3	OK	48.3711	49.0658	0.0205716	0.105092	0.9126	0.999565	no
XLOC_025393	XLOC_025393	AP1S1	chr7:100797679-100810039	hepg2_hr2	hepg2_hr3	OK	28.1201	28.0723	-0.00245504	-0.0114418	0.9912	0.999565	no
XLOC_025394	XLOC_025394	ZNHIT1	chr7:100849257-100867471	hepg2_hr2	hepg2_hr3	OK	30.3704	29.6316	-0.0355282	-0.0950413	0.92255	0.999565	no
XLOC_025395	XLOC_025395	RABL5	chr7:100951378-100965093	hepg2_hr2	hepg2_hr3	OK	6.76546	7.24541	0.0988795	0.290533	0.76985	0.999565	no
XLOC_025396	XLOC_025396	-	chr7:100995363-100995996	hepg2_hr2	hepg2_hr3	NOTEST	0.0985596	0	-inf	0	1	1	no
XLOC_025397	XLOC_025397	EMID2	chr7:101005350-101202376	hepg2_hr2	hepg2_hr3	OK	3.71899	3.85606	0.0522157	0.229176	0.814	0.999565	no
XLOC_025398	XLOC_025398	CUX1	chr7:101459079-101927309	hepg2_hr2	hepg2_hr3	OK	11.89	10.8795	-0.128142	-0.564512	0.5623	0.999565	no
XLOC_025399	XLOC_025399	SH2B2	chr7:101928404-101962178	hepg2_hr2	hepg2_hr3	OK	0.465225	0.207966	-1.16158	-1.71533	0.08285	0.999565	no
XLOC_025400	XLOC_025400	MIR4285	chr7:101928404-101962178	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025401	XLOC_025401	PRKRIP1	chr7:102004242-102067228	hepg2_hr2	hepg2_hr3	OK	6.3136	6.27013	-0.00996656	-0.0445401	0.9631	0.999565	no
XLOC_025402	XLOC_025402	ORAI2	chr7:102073995-102119381	hepg2_hr2	hepg2_hr3	OK	1.32839	1.27346	-0.0609233	-0.162362	0.87085	0.999565	no
XLOC_025403	XLOC_025403	LRWD1	chr7:102073995-102119381	hepg2_hr2	hepg2_hr3	OK	7.11482	6.45261	-0.140944	-0.399309	0.6869	0.999565	no
XLOC_025404	XLOC_025404	SPDYE2	chr7:102178365-102213068	hepg2_hr2	hepg2_hr3	NOTEST	0.133054	0.0604173	-1.13898	0	1	1	no
XLOC_025405	XLOC_025405	SPDYE2L	chr7:102277471-102312182	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025406	XLOC_025406	FAM185A	chr7:102389398-102789792	hepg2_hr2	hepg2_hr3	OK	5.66128	6.11337	0.110839	0.226581	0.8146	0.999565	no
XLOC_025407	XLOC_025407	LRRC17	chr7:102389398-102789792	hepg2_hr2	hepg2_hr3	NOTEST	0.0216688	0.09763	2.17171	0	1	1	no
XLOC_025408	XLOC_025408	ARMC10	chr7:102389398-102789792	hepg2_hr2	hepg2_hr3	OK	10.8748	11.1238	0.0326636	0.102125	0.91775	0.999565	no
XLOC_025409	XLOC_025409	PMPCB	chr7:102937010-103086624	hepg2_hr2	hepg2_hr3	OK	25.8334	26.6053	0.0424761	0.129213	0.8939	0.999565	no
XLOC_025410	XLOC_025410	PSMC2	chr7:102937010-103086624	hepg2_hr2	hepg2_hr3	OK	67.6368	69.072	0.0302931	0.105538	0.9126	0.999565	no
XLOC_025411	XLOC_025411	LHFPL3	chr7:103969103-104567092	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025412	XLOC_025412	MLL5	chr7:104622258-105029726	hepg2_hr2	hepg2_hr3	OK	7.95304	7.81529	-0.0252078	-0.0829488	0.93475	0.999565	no
XLOC_025413	XLOC_025413	RINT1	chr7:105172462-105221976	hepg2_hr2	hepg2_hr3	OK	10.4121	11.2957	0.117506	0.547489	0.5786	0.999565	no
XLOC_025414	XLOC_025414	-	chr7:105244810-105564596	hepg2_hr2	hepg2_hr3	OK	5.38459	6.40586	0.250556	0.733409	0.4391	0.999565	no
XLOC_025415	XLOC_025415	CDHR3	chr7:105603656-105676877	hepg2_hr2	hepg2_hr3	NOTEST	0.203133	0.348398	0.778315	0	1	1	no
XLOC_025416	XLOC_025416	-	chr7:106415417-106436046	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025417	XLOC_025417	PIK3CG	chr7:106505698-106549392	hepg2_hr2	hepg2_hr3	NOTEST	0.00641776	0	-inf	0	1	1	no
XLOC_025418	XLOC_025418	PRKAR2B	chr7:106685177-106802256	hepg2_hr2	hepg2_hr3	NOTEST	0.0634949	0.140447	1.14531	0	1	1	no
XLOC_025419	XLOC_025419	HBP1	chr7:106809242-107263839	hepg2_hr2	hepg2_hr3	OK	8.34899	8.8869	0.0900772	0.19612	0.8417	0.999565	no
XLOC_025420	XLOC_025420	GPR22	chr7:106809242-107263839	hepg2_hr2	hepg2_hr3	NOTEST	0.0214268	0.0230541	0.105608	0	1	1	no
XLOC_025421	XLOC_025421	BCAP29,DUS4L	chr7:106809242-107263839	hepg2_hr2	hepg2_hr3	OK	15.7373	15.699	-0.00351029	-0.00877658	0.99295	0.999565	no
XLOC_025422	XLOC_025422	SLC26A4	chr7:107296960-107358252	hepg2_hr2	hepg2_hr3	NOTEST	0.031047	0	-inf	0	1	1	no
XLOC_025423	XLOC_025423	CBLL1	chr7:107382922-107402856	hepg2_hr2	hepg2_hr3	OK	7.44731	7.1049	-0.0679042	-0.314667	0.7465	0.999565	no
XLOC_025424	XLOC_025424	DLD	chr7:107531458-107562685	hepg2_hr2	hepg2_hr3	OK	49.0936	49.8252	0.0213398	0.108554	0.91065	0.999565	no
XLOC_025425	XLOC_025425	DNAJB9	chr7:108210188-108215294	hepg2_hr2	hepg2_hr3	OK	15.8175	16.2632	0.0400815	0.189081	0.843	0.999565	no
XLOC_025426	XLOC_025426	LRRN3	chr7:110302744-111202588	hepg2_hr2	hepg2_hr3	NOTEST	0.0593326	0	-inf	0	1	1	no
XLOC_025427	XLOC_025427	ZNF277	chr7:111846642-111994278	hepg2_hr2	hepg2_hr3	OK	12.9033	12.5067	-0.0450359	-0.2077	0.83115	0.999565	no
XLOC_025428	XLOC_025428	C7orf53,IFRD1	chr7:112062909-112131057	hepg2_hr2	hepg2_hr3	OK	36.6276	36.4639	-0.00646094	-0.0319788	0.9758	0.999565	no
XLOC_025429	XLOC_025429	FOXP2	chr7:113726279-114333827	hepg2_hr2	hepg2_hr3	NOTEST	0.0246004	0.00857344	-1.52074	0	1	1	no
XLOC_025430	XLOC_025430	MIR3666	chr7:113726279-114333827	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025431	XLOC_025431	MDFIC	chr7:114562162-114659970	hepg2_hr2	hepg2_hr3	NOTEST	0.335168	0.256381	-0.386592	0	1	1	no
XLOC_025432	XLOC_025432	TES	chr7:115850580-115898837	hepg2_hr2	hepg2_hr3	OK	14.6604	15.3478	0.0661097	0.315386	0.74835	0.999565	no
XLOC_025433	XLOC_025433	CAV2	chr7:116139443-116148595	hepg2_hr2	hepg2_hr3	NOTEST	0.226759	0.40488	0.836333	0	1	1	no
XLOC_025434	XLOC_025434	CAV1	chr7:116164838-116201239	hepg2_hr2	hepg2_hr3	OK	0.507646	0.415203	-0.290006	-0.514528	0.58535	0.999565	no
XLOC_025435	XLOC_025435	MET	chr7:116311938-116438524	hepg2_hr2	hepg2_hr3	OK	14.9762	13.8825	-0.109395	-0.542526	0.579	0.999565	no
XLOC_025436	XLOC_025436	-	chr7:116451087-116487563	hepg2_hr2	hepg2_hr3	OK	2.39426	2.30226	-0.0565307	-0.25257	0.79975	0.999565	no
XLOC_025437	XLOC_025437	CAPZA2	chr7:116502562-116559313	hepg2_hr2	hepg2_hr3	OK	67.6386	68.349	0.015072	0.0765019	0.93465	0.999565	no
XLOC_025438	XLOC_025438	ST7	chr7:116592500-116870213	hepg2_hr2	hepg2_hr3	OK	11.9164	10.7299	-0.1513	-0.674845	0.4875	0.999565	no
XLOC_025439	XLOC_025439	CFTR	chr7:117120016-117308718	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025440	XLOC_025440	NAA38	chr7:117824085-117844093	hepg2_hr2	hepg2_hr3	OK	3.58947	3.74276	0.0603324	0.287092	0.77415	0.999565	no
XLOC_025441	XLOC_025441	ANKRD7	chr7:117864711-117882784	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025442	XLOC_025442	KCND2	chr7:119913721-120390387	hepg2_hr2	hepg2_hr3	NOTEST	0.00899691	0	-inf	0	1	1	no
XLOC_025443	XLOC_025443	ING3	chr7:120590766-120617227	hepg2_hr2	hepg2_hr3	OK	5.64675	5.85174	0.0514461	0.198007	0.8303	0.999565	no
XLOC_025444	XLOC_025444	C7orf58	chr7:120628622-120939904	hepg2_hr2	hepg2_hr3	OK	11.7178	12.0522	0.0405883	0.172781	0.8603	0.999565	no
XLOC_025445	XLOC_025445	WNT16	chr7:120965420-120981158	hepg2_hr2	hepg2_hr3	NOTEST	0.0177207	0	-inf	0	1	1	no
XLOC_025446	XLOC_025446	FAM3C	chr7:120987891-121036484	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025447	XLOC_025447	PTPRZ1	chr7:121513158-121702090	hepg2_hr2	hepg2_hr3	NOTEST	0.181888	0.248367	0.449423	0	1	1	no
XLOC_025448	XLOC_025448	LOC154860	chr7:121941447-121952559	hepg2_hr2	hepg2_hr3	NOTEST	0.0483544	0.0448763	-0.107691	0	1	1	no
XLOC_025449	XLOC_025449	ASB15	chr7:123249111-123277932	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025450	XLOC_025450	LMOD2	chr7:123295860-123304147	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0192234	inf	0	1	1	no
XLOC_025451	XLOC_025451	HYALP1	chr7:123454192-123459484	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025452	XLOC_025452	HYAL4	chr7:123469149-123517533	hepg2_hr2	hepg2_hr3	NOTEST	0.0278653	0.0310241	0.154919	0	1	1	no
XLOC_025453	XLOC_025453	SPAM1	chr7:123565285-123611461	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025454	XLOC_025454	POT1	chr7:124462131-124766025	hepg2_hr2	hepg2_hr3	OK	0.939576	0.359178	-1.38731	-0.45114	0.51355	0.999565	no
XLOC_025455	XLOC_025455	-	chr7:124778634-124785198	hepg2_hr2	hepg2_hr3	NOTEST	0.0268174	0.116315	2.11679	0	1	1	no
XLOC_025456	XLOC_025456	-	chr7:124791289-124802324	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0644478	inf	0	1	1	no
XLOC_025457	XLOC_025457	ARF5	chr7:127228405-127231759	hepg2_hr2	hepg2_hr3	OK	60.1482	59.5807	-0.013677	-0.0683741	0.9434	0.999565	no
XLOC_025458	XLOC_025458	FSCN3	chr7:127233688-127241851	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025459	XLOC_025459	SND1	chr7:127292034-127736774	hepg2_hr2	hepg2_hr3	OK	63.6949	61.3029	-0.0552224	-0.284491	0.7697	0.999565	no
XLOC_025460	XLOC_025460	C7orf54	chr7:127292034-127736774	hepg2_hr2	hepg2_hr3	NOTEST	0.185318	0.182812	-0.0196413	0	1	1	no
XLOC_025461	XLOC_025461	MIR593	chr7:127292034-127736774	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025462	XLOC_025462	MIR129-1	chr7:127847924-127847996	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025463	XLOC_025463	LEP	chr7:127881330-127897682	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_025464	XLOC_025464	C7orf68	chr7:128095873-128103845	hepg2_hr2	hepg2_hr3	OK	4.51697	4.60774	0.0287027	0.0970871	0.91885	0.999565	no
XLOC_025465	XLOC_025465	METTL2B	chr7:128116601-128146651	hepg2_hr2	hepg2_hr3	OK	6.54606	6.58414	0.00836744	0.0339139	0.97035	0.999565	no
XLOC_025466	XLOC_025466	-	chr7:128168438-128202498	hepg2_hr2	hepg2_hr3	OK	0.695617	0.504827	-0.462505	-1.17804	0.22675	0.999565	no
XLOC_025467	XLOC_025467	FLJ45340	chr7:128262541-128304300	hepg2_hr2	hepg2_hr3	OK	4.09171	4.38903	0.101198	0.172651	0.7861	0.999565	no
